Text,Sentiment
Tibetan ala jAtt de 50M likes kro kattad fans sidhu bai,2
2020 vich kon kon sun rha like karao,2
Attt kara te veer luv u,2
PINDAN WALE HIT LIKE,2
jo sidhu paaji nu pasand karda h o onadi saari video te is comment nu like kardeyo,2
Na samjh ske meri raha nu Kon rok lau dariyavan nu Ban lagde hunde nehran de,1
Love you paa ji attt hohi pahi ya Lahore vich va sidhu sidhu am your big fan Pakistan Punjab 2,2
Kon kon song nu india ch trending no.1 te dekhna chaonda hai like here,2
Like dekho te view dekho 1,1
S--sab da baap I -nsaaniyat D-dabda kese toh ni H-himmati banda U-uppar ale da sacca,2
Kmaal Veer Att a Song,2
100 million ton pehla ale like kro,2
"Sidhu 22 zindabad,pinda aale zindabaad",2
Siraaaa lata sidhu baai like kro veer nu... Kon kon a song sun reha....5911 siraa baai,2
Dil hi nae bharda sun sun k,2
Eh song lai ta Billion like vi ghat ne,2
Bai de 10 10 var kis ne video te gana sonyea like Karo,2
Views dekhn kon kon arha baar baar like krdo,2
Hlo sidhu veera ma tuhada bahut vdaa fan as love you,2
punjab da bedagarg kita hai ena lachra ne,0
sidhu bai bahut kaint haiga,2
karan aujla nu sikhao jake sidhu paaji,1
parety vale vi geet kado baiji,1
corona nu haranvange milke,2
ki banu duniya da sache patshah waheguru jaan,1
bhen de lodhe sidhu randi de putt,0
sidhu bai zindabaad aabad shash,2
penchoddeya ssara youth pigadeya pya,0
full support hai sidhu bai twanu,2
dj te bajda naa jatt da,2
angrezan vaangu bnayi haigi video,1
Respected Maharaja sahib .Cm sir....sade Punjab police apne duty bhut mehnat ate imandare nal nibha rhe ha,2
Ina ne jo stekness stating vich dikhae c is krke ke Punjab aje tak bachea hoyea ha. 1,1
Hun ek var feer sade satkar jog Punjab police nu ose action de lod ha. Ta jo bina kam de bahr gumn vale public nu ghar aram karvaea ja ske,2
"No prblm sir but middle class fmlys da v kuj socho.. Jina nu govt walo koi v fclty nhi diti ja rhi..homedlvry waste v paisa chahida,,",1
"jo ortan nu pension tusi de rhe ho oh account ch na de k ohna de mc nu deo jo kisi prson di duty lga k ghr ghr de k awe,, isnal ortan bank de bhr bheed nhi krngia",1
Sir there is one question... Gareeb nu te rashan tel muft mill jauga.. Amir nu vaise hi koi fikar nahi hai...,2
Sir kindly tell us what about upper and lower middle class.. Is there any relief package for this category...,0
"coz more than 50% of population is of this category.. So their is a request sir, sadde baare v kuch socho... Thank u sir",1
Sir your decision is good. But middle class business man da vhi kuch karo. Nahi ta oh karje naal hi mar jaaooga.,0
Gud job sir but ek request hai Sir kuch small shopkeepers bhi hai punjab mein jo roj kamakar khaate. Unka kya hoga unka ghar kese chalega jinhe middle class kehte hai unki bhi family hai,1
punjab vich kine lok ne jo roj kaam krke hi guzara krde ne tuc ohna da nhi sochya kuch vi ya ta sab di account detail.kdwao te sab de accounts ch paise pej dwo ki apna guzara ho ske,1
captain saab . Middle class bare v Socho. Greeba da v sari janda ameera da v sari janda .,0
Par Sada v Socho. Asi jo kmai da c hohi Khai da c. Hun Te Dhukan v nhi khol sakde.. Sadiya farma nhi hegiya koi sadi shoti jayi Dhukhan VA..,1
jinna de ghar sarda ohna lai good decision a sadda ni sarda asin kithe jaiye,0
Kyu marne lok.ine time vich tan tusi poore punjab de test kr sakde oo,0
Sir good decesion but onha loka da v soch lo jehde roj kma ke ghar da kharcha karde hai tusi keh dene rashan de rahe sareya nu nahi mil reha 2 bandeya nu rashan deke 20 bande odhe naal photo click kar lende hai koi majak thodi chal reha sab da soch ke chalo is time saare punjab di jimedari hai tuhade te kirpa karke dyan deo,1
"CM Saab jive Delhi vich CM kejerwal ne government te private Doctor, paramedical staff nu 1 crore bhima , PPE kits provide karvian ne Jekar tusi bhi Punjab vich eh facility private Doctor te paramedical staff nu provide karva devo tan tuhade dhanvadi ravage.....",1
"CM saab ,PPE kits and N95 mask da arrange krvao g ,medical professionals are working as soldiers, now tell us how the soldiers can fight without weapons???",0
"jo mulajam contract te kmm krr rahe aa ,ohna di job security kro",1
"Bcoz 7000-10000 salary te kuchh nhi bnhda ,",0
Lokan de accounts ch 3000 pwa do. Bhut middle lokan kol na rashan hai na bpl card te na hi jan dhan acount. Je paise pwaye jan. Tan log rashan to ilawa hor lod wand jrurtan puria kar skan. Meri punjab sarkar nu benti hai. Kyunki langer te rashan hrek de ghre nhi phuch pa riha a.,1
Covid19 de against Tusi jis drid isha shakti nal Jung lad rahe ho oh kabletarif hai ji .,2
aho eho km ke loka diya women nl gla krniya hun,1
garond livel te aa k deko krona nal nai one marne jene affem bukki wale andr pye mar jane aa,0
Captain Saab junral walea da v kosh Karo kini der gharo khai java ge karza phar ke kam chlai jane aa please janral val dehyan deo please,1
Sir Chabbewaal police nu kaho k motian barian ch wich b dekho na koi curfew na koi police karmchari,0
Ki ehna pinda di fikar ni kise nu,0
Sadiyan tankhaha bare v sucho asi gne college ludhiana ch 11 saala to km krdy aa rhe haan j asi koi gl krdy haan te sanu kadn di dmki dinde ne,0
Eho jehe curfew da ki fayada...,0
Salya gharo nikal te dekh ki bn rya bhen dya yaara punjab vich specially amritsar vich jithe nurses protest kr riya medical kits nhi santizer hi doc patient kol nhi jaa rhe,0
Sir ji COVA PUNJAB APP te koi log labourer te form bhar rhe ne 100 rupay le ke kehnde ne k punjab govt 5000 rupay account ch pay kr rhi hai dso ki sahi hI,0
Sir deiry fermer da milk rate less ho riha hll kro g,0
Cm Saab kam tah asi jande ni hun roti kitho khai ya asi harke chij rs 10 di rs 30 di milldi hai asi tah bimri nal hi maar jande hai ehs toh thik hai,0
Cept shib midaal class bare bhi Kush soch lao,0
sir ji derabassi val v gor kro police nu shakt hon lai kho pls,1
ghar baitha malla mari janda tu v ap ja ke a tainu jyada corona penda a,0
Video call wala number te daso Ki hai....???,0
Sade Ludhiana ch v dekh Lo Thoda time kad k cival hospital da haal,2
Sir private hospital Ajj v opd band ha g.. Aggerwal hospital children. Gurdaspur Railway road Gurdaspur,0
Cm Ji cebel tar opriter gher gher cebel tar ke pasy mag rhy Hai Punjab har muhly se kirpa en par rok lagaye Jay plz sir,0
mein puchna c sir..,1
Congress corruption businessmen party go back pl. Kanjara di party.,0
Sabb tou bekar Banda crona nal najithan layi koi plan nhi isde kol,0
Apane gar hi Dheko,1
Phone te ki pta lagu,1
C m sir sade bare v kuj Socho 108 Ambulance service de sataf bare,1
vikaba a sirf sarkara da griba da deko ki hal a,0
Ik br tusi a k dakhao,0
Bhout bura hal a,0
Sir ji sade pind ration ne milia ji kro kirpa,1
sir chote dukandara layi v socho,1
Saram vich marjo..... Apni skl dkho insaniat haigi,0
Apni photo lgwa ke rashan loka nu de reha ada ghatiea bnda a,0
"Hospital ch mere relative job krde ne , na ohna nu mask mil rhe ne, na hi sanitizer mil rhe ne , koi cheez available nahi hai",0
Sada probation period khtm kro sanu full scale dyio assi 1000 ch bht muskil gujara kr rhe aan,1
hospital koi b dother ni Sera holiday te ne OPT off ne pls kch kro g,1
Kese da rabh ta nahi marda. Par chandriya sarkar marjandiya ne.,0
Sir Guru nanak hospital Asr. Ki taraf b dhyan do,1
Ehda v lgda lockdown ch timepass ni ho reha,0
Sir tusi kehnde ho ke school fees nahi mang sakde apka school general gurnam singh public school hi fees maang reha hai. 20 april last date di hai .,0
Bhene door hi rah eho jehi fauji tharki hunde aa,0
Sir g mai handicap Ludhiana Punjab to ha mai paint da kam karda sano ta na koyi rashan na koyi saholat mili,0
kut captain ambinder singh mar do,0
"CM saab ,PPE kits and N95 mask da arrange krvao g ,",1
"jo mulajam contract te kmm krr rahe aa ,ohna di job security kro",1
Sir g 4000 multi purposes health worker tuhadi udeek kr riha tusi jaldi multi purposes health worker d bharti karo ta jo loka nu ground level te crona d e khatme lai health education diti ja sake,2
Saade cm saab aan wale dina ch asi tudi wale reeper combine v chalane aa uhna lye kisaan nu v paas di jarurat hai es baare v dasso te jo punjab de lok ghar ton kaffi din ton bahar fse ne koi truck driver aa koi ghar de km lye giya c uhna baare koi hal kro thkns sir,1
Sir!Koorha collection Door to Door kita jave.,1
Anek Nasamjh te Selfish Lok Koorhe-Kbaarh bhane Roz Satgur Nagar Ghumde rahinde ne.Teh complex vich Koorha Dump kita hai.Defence wall torhi hoi hai.,0
Koi bhi Muhulle vich na aave jo aave Usdi Corona Testing kiti jave ji.,1
Ranjit bawa theek kehn dea aa main nal ha bai de,1
fullsupport ranjit bawa,2
Mai ranjeet  bawa  de nall aaa,2
Sach khya ha ranjit sbawa,1
Such hamesha kora huda aa,1
bilkul sahi bol kahe ne ranjit y ne te sache bol hmesa khore hi lagde ne Im agree with u yyy full spot aa y nu,2
Ranjit bawa ji tusi Right ho,2
Sach kora hunda hun sach sunan di himmat kro,1
Bhut vdia song aalog aawe gi machi jnde,2
Sach gal kahi tahi sab tap rahe,1
Bahut Hi vadia song a y,2
Pnchodaa salaa kutaaa ek no daaa,0
Sach boleya bai ne Kora taan lagna hi aa,1
Bhul ja tu maffi ni mngda baii,0
asi ta kuz keha,1
ranjit bawa veer ne kus galat ni keha sach aaa mirch tah lagu i sport  ranjit bawa,2
Bilkul thik git,2
Schi gll khi aa bawe ne tahio hjm ni hoeaa,2
Ik var Akshay Kuma di oh my god movie ve dek leo us ch ve kiha va dudh bare,1
ranjit bawa right aaaa,1
We spot ranjit bawa,2
Such he Keha ohne veer ji koi galt ni bolya,1
Koi gal galat nhi a ranjit bawa ji bhut vadia gala das tiya ta mirch lagi a ,2
Good fir krwan lai,1
Kush glt  nhi  keha Sab sach keha ik ik line sach e,1
Ranjit bawa kutta chor deshdrohi,0
Ranjit bawa ne sach gaaeya,1
Teri bond pati salia tusi sare fudu oh only ranjit bawa sirra,0
Veer gaana sahi aa tuc galt o,1
sahi bolya bai mutt kiu pinde aa,0
Gud bawa saab nice song,2
Veere eh kaljug aw ethe loka kol sach ni sunya jnda ,0
Bilkul shi kha hai Ranjeet baba nekush glt nhi kha,1
Ranjit bawa good,1
Tuhadi pain nu lan hindhu loka di sale mutt pini kom,0
Fuddu lok a a kuj nhi kita bave nae,0
Hun kithe gye nihang ethe boln di lodd a ,0
Its true thode ke gand ch mircha laggi a ne Sale hindu,0
Karaye de tattu sale Moot pio saleyo raj raj,0
J koi sch bolda ohde te prcha krva do hna eh dhrm aaa,1
Siirrrra bawa g,2
Bahut badhiya kam Kitna bai Ranjit bawa ne,2
Aj dunia da dastoor hi eh ho gya k Sach sun ni skde Waheguru di diti soch smjh to bahar ja k kam krde a Ehi reason a jo aj dunia te dukh ne ldaiya ne bimariya ne Waheguru sukh rkhe ,2
Sachi gal chubhdi hai,1
Sahi kiha bawe NE fudu Logan nu hun bhi samajh Nahi aundi ajkal de yug vich,0
ki glt kea ede ch fudu lok bc,0
Saaleyo dimaag Shi krao aapnaa paaglon,0
kehdia dharmik bhawnawa  kehda dharam reh gya aa,1
I am Hindu yaar song vadiya aa kuj galt nhi song cha,2
Tuc da desh de constitution nu v Ni mndeequality nu Ni mndebande nu Banda Ni samjdeprcha drj hona chahide thode te,1
Jai gurudev dhann gurudev ,2
Bhaiji ki galat kya ranjit bawa ne Sach kayea te sach ajj b sach hai te kal b sach hai,1
Ehde te sakhht karwayi kiti jawee,0
Moot peeni jaaat kde nhi sudr skdi,0
Ehoje lokk hi dhrm nu vand de aakhaas kr aa vdde mantri Udde rang paun ale,0
shi galla khia c bawa ne,2
Mai v Hindu aa pr manu ta kuj galat ni lagya gane ch,1
Te salyo omg movie te nhi ban lvaya fr,0
I support ranjit bawa,1
Sahi gal aa parcha hona hi chahida,0
Koi galat nahi bolya,1
I sport to ranjit bawa veer bilkul sahi keha ta,2
Bakvash band kr o,0
Sach ta gayyaa  hai kyou mircha lag gayea thounu dr khan,0
Politics aah bandiya di,1
Veer ohne ta sirf Gaea e likhn ta kiseh hor ne oh kio ni,1
Shi keha usne pathra nu dudh te ga de muttt nu sudh kehde ho ,1
Ohne kise khas dhrm da na nahi lya te fir rola kahda,1
Ranjit bawa zindavad,2
Bajarang dal ban kro o vdia raho,1
Eh ta tafan hn,1
Bilkul right Song kise  b dharam bare kuj galat nhi kiha Sara pakhandvaad hai jo gane ch hai,2
Jithe sada tuhada dhram a javee othe grari ardi aa,1
Jma Sahi gaana SiraahyRanjit Bawa,2
Leader Saab Suri di v Gall karni c,1
Ranjit bawa jindabad,2
Oh krlo jo krna aahi kra g ranjit bawa vrr carry on,2
Eh sach aa te sach kaoda hunda,1
Hun tuhadi bund nu mirchan kio lagian,0
Parcha daraj karan wale kon a ,1
Galti aaa Ranjit bawa di,0
Song badiya h,2
Chal hun bhugtii chalii Tareeka Lgu pta jdo Special jana paiya Court Tareekh pe tarekh trekh pe treekh Dilouge yaad aouga,1
Gaa de moot nal ki thess phunchgi ,0
Poori Amritsar di police bawe de nal a,2
Fir tuc ki krlo ge parche krke aahi kuch aa palle tuhade,1
Sach gaaya ranjit bawa ne je sach naal tuhanu dukh lagda ta gaana thodi rukje,2
Ben di lun kuttia di sale kutye  benchodd  ohne kehra ba lia kise da,0
Sach aaa nu mircha te lagniaa hi aa,0
Koi kasur ne y da oh bilkul teek a bilkul,2
Sahi gal kahi ranjit bawa ne sari duniya lai sahi keha,2
Sach gl boli sir koi juth nii boleya veere,2
Ranjit bawa full support Waheguru ji mehar krn ji,2
ranjit bawa ne koi galt nai gaya,1
Salle bandr saina wale,0
Glt tan kuj v nai a sai hi keha,0
Is gaane vich ki galat aa sach keha   Ranjit bawa ne,1
Dairy ch bhut moot hunda pee lo gy ena jada,0
Sach zdo koi bolda fr mircha lgdiya,1
Eitho pta laggya k kinni k akal de maalak ne eh parcha karn waale te parcha submit krn waale,1
Ede te tan pkka parch bandadekhyo jra ghaur nal sare a videoaa video v khre ranjit bawe ne bnayi va,1
bhrava gana vich galt ke va sab thek he ta khiya va bahi na,1
Gll sahi ranjit bawe di support ch a,2
Nal hi aa apne ranjit  de nal,1
Tenu saleya jaada thes pujji aa Fuddu sala,0
Es sale di kiu gand fati  gal ta sahi kahi hai ranjit bawa ne,0
Bilkul sach bolya bawa complaint karn wale de rojgar nu thes pahunchi aw,1
Bc galt ki keha ehnesab sahi keha bawe ne,1
Tuhada suri ki kuj boldaodey barey v kuj bolda ni koi  hn kyo bund pati hoi aa muut pini jatan di,0
Saliyeo nag pauna ena nu vadiya lagda geeta vich ena sucha banda aa bawa waheguru mehar kare ,0
Kug glt ne khya ranjit bawa g,1
Kuj  ni hona tere tho vade lavel te karvai karni tu soori te sambea ni janda thade kol,1
V nice song har gl sahi kiti Bai ne j Bai te parcah ho gaya isda Matlab Sach bolna gunah hai,2
Right song sach nu bayan krda so song bilkul shi a ,2
Sach bolde aa tahi government nu assi change nhi lgde,1
Kich k rakh bawa bai,2
Krao ena te v parch aa lao,1
Aa kehda mha mantri aa tuhanu sach chnga ni lgda,1
Oyi gyka magar pai jo gyk e donation dinde ne mantri nhi gll sochan ali h,1
Yaar ladde q piye ho jinu changa lga oh suni javo jinu changa ni lga oh Ranjit bawe di koi film koi geet na suna gal muk gyi,1
Media nu v bawa da sath Dena chahidA kio ki Jo bawa ji ne keha o sach hai,2
Attt song aa bawa bro,2
Ranjit bawa full sport,2
oh my god movie nhi dehki lgda tusi,1
Bawa ji  very good  shiv  ji  maharaj   Hindu hai  san  pathra  te  dud   paone  o  greb  de  mu  vich  pao,2
Kirpa karke ena nu  litre moot dita jawe peen nu te es masle nu khatam kita jawe,0
bahut sahi song aa  koi galt song nai aa koo khass dharm nu target nai kita geya sach boleya une sach koda e hunda,2
yr samjh ni audi ehna di koi ehnu nu vadia gallan dasa ta usnu mada kehan lag jada na Ranjit Bawa is the Best and aaa song bhut vadia aaa sach likhiya gaya ehda ch,2
Sach tan sach hai es es desh wich sach vi nhi bol sakde lokkk wa  wa,1
Ganna ni Galt Loka Di Soch Galt ha,1
Ohne kehra kisse da name lita jihre chor hunde oh bhokn lg gye support krni chidi ranjit bai nu,1
Fuddu lok salla,0
Ooo chl chl jo sach aa ohi keha Ranjit bawa ne,0
tik  kiha Ranjit bawa nesach sehna bahut hi  aukha hunda e,2
Sach sunana bada okha  galt ta kuj ne kaya ranjit bawe ne,1
Sach he keha chut ki keha a,1
Song right vae koi galet nahi haga I suport ranjeet bawa,2
Ranjit bawe naal aa,2
Sohrat ta tu v labda ja tu sahi hunda ta sach nal kharda parmatma na jatpat ne banai ah ta tusi loka na he banayiaPar mirch ta tuhada ladi aaaaa,0
Sahi bola ranjit bawa kuch nahi kar hona thode kolo,1
Ranjit bawa da buhut VadiA song e,2
Bawa y siraaaa,2
Tenu kyu mirchi lagi aa pura song sun la pehla,0
Othe langar tere bap ae lagaunde ne Jake dekhi kdi mandir Duje nu boln to phla apde gireban ch jhank lena cahida,0
Shiv sena bajrang dal v baan honi chahidi hai eh v lokan dian dharmik bhavnawa nu thees pahunchande ne,0
Ohne te tuhnu mirror dikhea dar kyu gye tusi,1
Sach keha y ne main ranjeet y nal bawa y zinda badha,2
Bahot acha song ha  sacha song ha,2
Asi ranjit bawa dae nal va koi galt nahi haga song vich sirf sahai gai,2
Jdo sikh kom bare koi bolda ohdo kyo ni kase draj krde sale fudhu lok,0
Haha tenu ta bhot  thess ponchi teri bhavnava nu tu v ta hindua ch popular hon layi kita sab chkya bjrng dal da,1
Moot pine hun sek laga,0
Jutt fero ehna de FIR kran vliya de bilkul shi bol bole aa Ranjit Baba ne,0
jai bhim ji jai bharat ji shi gl kiti Ranjit Bawa bai ne bai asi tere nl aaa jai bhim jai bharat ji ,2
Ena te v parcha chahidaa v ranjit bawe de bande va,0
Ranjit bawa ryt aa ji Sub dey vich waheguru ji hai,2
Main ek Hindu ha Te Ranjit bawa de naal ha   bilkul sahi gaya hai te sach koda hunda hai,1
sahi he kiya ohne  galat ke aa es ch,1
Hun ptaa laggu Punjab di music industry baave di kini ku support kr di aa baaki aapa baave de geet naal sehmat aate bai de naal aa,1
OMG film te ta nhi koi bolya kuj odo kitge c eh bajrang dal,1
J modi palawe ta pee lena j hor koi ta parcha,1
Saaleya sach keha ranjit bawa ne  tussi krro taaa raasleelahor krn taaaa character dheela,0
yar bawe ne gatre di v gal kiti hindu sikh isai sarya vaare bolya baki kise dharam da koi ni aage aaiya ina de mada kita fir darj krake,1
Sale bde hindu aye ne eh us ne sab dharma bare bolya salio tusi    peo tusi,0
asi ta kuz keha ni,1
Sach bokya kuj galat ne kyaa aur sach bolo fir agg te lagdi aaa,1
Ranjit bawa gud,2
Jaaaa ja k mooot pee Sala bgrang dal da ,0
Is vich galat ki aa sra kuch sach aa,1
Sach kodaa hunda,1
Sach kehn te prche drj hunde aa ethe,1
je koi singr sach boldha ta ag lag jandi aa je oh koi daru ya purje ala geet gondha ta kise ne ni c bolna,0
Bot vadiya song a samjn di lod aaa  baki jihna loka nu samj ni lagi ohna nu lagni v ni sach hi kiha song cha,2
